1558576,26101,https://www.rakumachi.jp/data/images/property/06/13/16/29/42165320_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/96/01/87/42165321_x4y4.jpg,鴨川、上賀茂神社が近いカームハイツ,京都府京都市北区西賀茂蟹ヶ坂町46-8地図を見る,京都市営烏丸線北大路駅徒歩25分,3980万円,8.26%,"3,288,000円(274,000円/月)",木造,2階建て,1993年10月（築26年）,171.72㎡,1K×8戸,8戸,,215.90㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,50%,80%,,前面道路3.2ｍ。非道路、現況は道路として使用,賃貸中,相談,2019/01/14,2018/12/15,,17,10ｍ高度地区法22条区域現況利回り7.3%,仲介
1555563,26101,https://www.rakumachi.jp/data/images/property/05/82/33/70/42079082_x4y4.jpg,京都市北区大宮ハイツ西賀茂,京都府京都市北区大宮西小野堀町27-3地図を見る,市バス大宮田尻町バス停…徒歩4分,2800万円,,,鉄骨造,3階建て,1983年02月（築36年）,90.72㎡,,6戸,,63.39㎡公簿,所有権,,宅地,市街化区域,第二種中高層住居専用地域,60%,200%,不要,一方道路,賃貸中（満室）,,2019/01/20,2018/12/21,,,"各部屋の敷金,更新料な無いです。（全6室）水道代は子メーターにて使用分を徴収電気・ガスは専用メーター各部屋エアコン有、各部屋物干し有、共有部分コインランドリーあり",仲介
1550583,26101,https://www.rakumachi.jp/data/images/property/01/80/61/06/41950111_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/25/21/70/41950112_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/19/18/31/41950113_x4y4.jpg,☆船岡山公園すぐの店舗付き住宅☆,京都府京都市北区紫野西野町31地図を見る,京都市営烏丸線北大路駅徒歩23分市バス「船岡山」停徒歩1分,2800万円,,,鉄骨造,地上3階地下1階,1980年03月（築39年）,44.85㎡,,1戸,無,44.85㎡公簿,所有権,,宅地,市街化区域,近隣商業地域,80%,300%,,公道東7.00m,使用中,相談,2019/02/27,2018/11/30,,1832347,,一般媒介
1548276,26101,https://www.rakumachi.jp/data/images/property/09/81/80/87/41886718_x4y4.jpg;https://www.rakumachi.jp/data/images/property/06/90/24/57/41886719_x4y4.jpg;https://www.rakumachi.jp/data/images/property/02/35/92/60/41886720_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/45/18/84/41886721_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/85/44/90/41886722_x4y4.jpg,京都市北区収益1棟マンション♪表面利回り約10％！,京都府京都市北区西賀茂地図を見る,京都市営烏丸線北大路駅バス13分,6500万円,10.06%,"6,540,000円(545,000円/月)",RC造,3階建て,1985年02月（築34年）,332.30㎡,,14戸,,205.39㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,50%,80%,,公道南6.00m,賃貸中,相談,2019/02/25,2018/11/27,,,,専任媒介
1547991,26101,https://www.rakumachi.jp/data/images/property/03/22/59/56/41883537_x4y4.jpg,RC造◎満室想定利回り10.84％◎平成2年築,京都府京都市北区衣笠氷室町地図を見る,京都市営烏丸線北大路駅バス20分バス停【衣笠氷室町】徒歩2分,2億円,10.84%,"21,696,000円(1,808,000円/月)",RC造,地上4階地下1階,1990年01月（築30年）,1854.17㎡,1LDK×24戸2LDK×4戸,28戸,19台分有,1234.78㎡公簿,所有権,,宅地,その他,第一種低層住居専用地域,50%,80%,,公道北東10.00m,賃貸中,相談,2019/02/25,2018/11/27,,HB467,,仲介
1542484,26101,https://www.rakumachi.jp/data/images/property/09/47/11/79/42165352_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/81/74/59/42165353_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/02/35/96/42165354_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/92/35/62/42165355_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/61/92/46/42165356_x4y4.jpg;https://www.rakumachi.jp/data/images/property/00/39/04/35/42165357_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/19/73/40/42165358_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/24/85/19/42165359_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/79/66/51/42165360_x4y4.jpg,鷹峰黒門町リフォームテラス,京都府京都市北区鷹峯黒門町27－171地図を見る,京都市営烏丸線北大路駅バス19分バス停より徒歩2分,950万円,10.10%,"960,000円(80,000円/月)",木造,2階建て,1970年05月（築49年）,58.00㎡,2DK,,有,61.60㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,60%,100%,不要,私道南4.70m,賃貸中,相談,2019/03/10,2018/12/10,,kt001,,一般媒介
1542062,26101,https://www.rakumachi.jp/data/images/property/07/23/10/57/41722387_x4y4.jpg,〜★人気の京都市★風情ある京都の街並みに佇む★〜,京都府京都市北区大宮西小野堀町地図を見る,京都市営烏丸線北大路駅徒歩30分,2800万円,7.07%,"1,980,000円(165,000円/月)",鉄骨造,3階建て,1983年02月（築36年）,90.72㎡,1R×6戸,6戸,,63.39㎡公簿,所有権,,宅地,市街化区域,第二種中高層住居専用地域,60%,200%,不要,,賃貸中,相談,2019/01/26,2018/12/26,,000000182525735,,仲介
1539092,26101,https://www.rakumachi.jp/data/images/property/00/23/57/27/41652291_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/53/97/35/41652292_x4y4.jpg,"表面利回7.33%◇戸建賃貸◇賃料55,000円/月",京都府京都市北区衣笠西馬場町39-12地図を見る,京都市営バス「衣笠総門町」停より徒歩4分,900万円,7.33%,"660,000円(55,000円/月)",木造,2階建て,1970年12月（築49年）,49.08㎡,4K,,,48.25㎡公簿,所有権,,宅地,,第一種低層住居専用地域,50%,80%,,私道南3.80m,賃貸中（満室）,相談,2019/02/14,2018/11/16,,,,仲介
1538006,26101,https://www.rakumachi.jp/data/images/property/00/31/51/79/41628729_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/24/02/37/41628730_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/21/96/17/41628731_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/72/25/24/41628732_x4y4.jpg,"【京都市北区】4,680万円◎満室想定利回り7.69％",京都府京都市北区紫野中柏野町地図を見る,京福電気鉄道北野線北野白梅町駅徒歩19分,4680万円,7.69%,"3,600,000円(300,000円/月)",軽量鉄骨造,3階建て,1970年05月（築49年）,181.91㎡,,,,78.62㎡公簿,所有権,,宅地,市街化区域,準工業地域,60%,300%,,,賃貸中,相談,2018/11/29,2018/11/15,,30111530,,仲介
1530226,26101,https://www.rakumachi.jp/data/images/property/07/00/47/06/41719159_x4y4.jpg;https://www.rakumachi.jp/data/images/property/02/22/07/61/41719160_x4y4.jpg,"【外壁塗装済み】京都市北区4,680万円一棟ビル",京都府京都市北区紫野中柏野町地図を見る,「乾隆校前」停留所より徒歩2分,4680万円,,,軽量鉄骨造,3階建て,1970年05月（築49年）,181.91㎡,,,,78.62㎡公簿,所有権,,宅地,市街化区域,準工業地域,60%,300%,,公道南11.00m公道東2.50m角地,要確認,相談,2019/02/04,2018/11/19,,18042600,ジェイワンキャピタル株式会社【http://www.joc2008.com/】,仲介
1530205,26101,https://www.rakumachi.jp/data/images/property/01/68/91/77/41460151_x4y4.jpg,♦♢京都市内♦学生需要あり♦一棟収益マンション♢♦,京都府京都市北区大宮西小野堀町地図を見る,京都市営烏丸線北大路駅バス13分市バス「大宮田尻町」バス停下車徒歩4分,2800万円,7.07%,"1,980,000円(165,000円/月)",鉄骨造,3階建て,1983年02月（築36年）,90.72㎡,1R×6戸,6戸,無し,63.39㎡公簿,所有権,,宅地,市街化区域,第二種中高層住居専用地域,60%,200%,,公道東11.00m,賃貸中（満室）,相談,2019/02/06,2018/11/08,,1530205,間取り各室共通(102・202・302号は反転),仲介
1530126,26101,https://www.rakumachi.jp/data/images/property/07/64/95/31/41418372_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/55/28/55/41418373_x4y4.jpg;https://www.rakumachi.jp/data/images/property/02/67/33/28/41418374_x4y4.jpg;https://www.rakumachi.jp/data/images/property/06/66/40/44/41418375_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/87/45/25/41418376_x4y4.jpg;https://www.rakumachi.jp/data/images/property/04/00/64/13/41418377_x4y4.jpg;https://www.rakumachi.jp/data/images/property/05/54/51/76/41418378_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/99/85/57/41418379_x4y4.jpg;https://www.rakumachi.jp/data/images/property/05/25/93/10/41418380_x4y4.jpg;https://www.rakumachi.jp/data/images/property/04/31/53/22/41418381_x4y4.jpg,紫野東舟岡町マンション,京都府京都市北区紫野東地図を見る,京都市営烏丸線鞍馬口駅徒歩20分,1億2500万円,8.30%,"10,380,000円(865,000円/月)",RC造,3階建て,1987年03月（築32年）,460.29㎡,1K×21戸,21戸,無,382.11㎡公簿,所有権,,宅地,市街化区域,第一種住居地域,60%,200%,,,空室あり5戸,相談,2019/02/04,2018/11/06,,43966,,一般媒介
1511801,26101,,ユタカハイツ,京都府京都市北区鷹峯旧土居町地図を見る,京都市営烏丸線北大路駅バス20分北木ノ畑停バス停徒歩2分,890万円,7.82%,"695,980円(57,998円/月)",鉄骨造,地上2階地下1階,1983年05月（築36年）,56.65㎡,3DK,,,,所有権,,宅地,市街化区域,第一種中高層住居専用地域,,,不要,,賃貸中,相談,2019/01/13,2019/01/01,,87550,,専任媒介
1511290,26101,https://www.rakumachi.jp/data/images/property/08/00/69/04/40966694_x4y4.jpg,満室稼働中！利回り7.07％☆S造マンション☆,京都府京都市北区大宮西小野堀町地図を見る,JR山陰本線二条駅バス23分,2800万円,7.07%,"1,980,000円(165,000円/月)",鉄骨造,3階建て,1983年02月（築36年）,90.72㎡,,6戸,,63.39㎡公簿,所有権,,宅地,,第二種中高層住居専用地域,60%,200%,不要,公道東11.00m一方,賃貸中,相談,2018/12/31,2018/12/27,,000300093605834,,仲介
1510297,26101,https://www.rakumachi.jp/data/images/property/02/03/07/77/41490185_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/33/66/03/41490186_x4y4.jpg,【賃貸中】6室中5室賃貸中/周辺大学多数あり/満室想定,京都府京都市北区大宮西小野堀町地図を見る,市バス「大宮田尻町」停徒歩4分,2800万円,7.07%,"1,980,000円(165,000円/月)",鉄骨造,3階建て,1983年02月（築36年）,90.72㎡,1R×6戸,6戸,,63.39㎡公簿,所有権,,宅地,市街化区域,,60%,200%,,公道東6.00m,賃貸中,相談,2019/01/13,2018/11/09,,,,仲介
1508246,26101,https://www.rakumachi.jp/data/images/property/06/97/64/19/40879350_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/79/80/65/40879351_x4y4.jpg,"賃貸28の21◆土地1,234.78平米◆1LDK、2LDK◆バス停徒歩2分コートイストワール京都",京都府京都市北区衣笠氷室町37地図を見る,京福電気鉄道北野線北野白梅町駅徒歩29分京福電気鉄道北野線等持院駅徒歩31分JR山陰本線円町駅徒歩43分,2億1000万円,10.46%,"21,966,000円(1,830,500円/月)",RC造,地上4階地下1階,1990年01月（築30年）,1854.17㎡,1LDK×24戸2LDK×4戸,28戸,19台,1234.78㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,50%,80%,,北東側京都市道幅員約10m,賃貸中,相談,2019/01/10,2018/10/12,,,,仲介
1506343,26101,https://www.rakumachi.jp/data/images/property/03/79/08/45/40846809_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/83/48/55/40846810_x4y4.jpg;https://www.rakumachi.jp/data/images/property/06/83/67/45/40846811_x4y4.jpg;https://www.rakumachi.jp/data/images/property/02/44/70/37/40846812_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/48/10/24/40846813_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/79/82/01/40846814_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/05/42/51/40846815_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/93/74/31/40846816_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/60/35/77/40846817_x4y4.jpg;https://www.rakumachi.jp/data/images/property/00/35/96/34/40846818_x4y4.jpg,千映荘,京都府京都市北区紫野今宮町22地図を見る,京都市営烏丸線北大路駅徒歩21分,5380万円,7.65%,"4,114,800円(342,900円/月)",RC造,3階建て,1973年11月（築46年）,307.47㎡,2DK×6戸,6戸,,213.45㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,60%,100%,,公道北5.70m間口10.8ｍ,賃貸中,相談,2019/01/09,2018/10/11,,,,一般媒介
1506156,26101,https://www.rakumachi.jp/data/images/property/01/08/46/43/42283374_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/77/90/30/42283375_x4y4.jpg,京都市北区衣笠氷室町◆マンション,京都府京都市北区衣笠氷室町地図を見る,京都市営烏丸線北大路駅バス20分,2億円,10.84%,"21,696,000円(1,808,000円/月)",RC造,地上4階地下1階,1990年01月（築30年）,1854.17㎡,,,有,1234.78㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,50%,80%,,公道北東10.00m一方,賃貸中,相談,2019/03/28,2018/12/28,,000000000006567,╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂株式会社R-JAPANMAIL：toushi@r-japan.co.jpTEL：06-6315-5104営業時間：10：00〜20：00╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋,仲介
1504748,26101,https://www.rakumachi.jp/data/images/property/08/67/11/17/40793190_x4y4.jpg,京都市北区大宮土居町◆ビル,京都府京都市北区大宮土居町地図を見る,京都市営烏丸線北大路駅バス15分,2800万円,6.00%,"1,680,000円(140,000円/月)",鉄骨造,3階建て,1967年09月（築52年）,138.64㎡,1LDK×1戸、店舗×1戸,2戸,無,108.84㎡,所有権,,宅地,市街化区域,第一種低層住居専用地域,60%,100%,,一方,賃貸中,相談,2019/03/28,2018/12/28,,000000000015726,╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂株式会社R-JAPANMAIL：toushi@r-japan.co.jpTEL：06-6315-5104営業時間：10：00〜20：00╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋,仲介
1502645,26101,https://www.rakumachi.jp/data/images/property/07/68/46/92/40745350_x4y4.jpg;https://www.rakumachi.jp/data/images/property/01/23/24/03/40745351_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/01/64/33/40745352_x4y4.jpg,千映荘,京都府京都市北区紫野今宮町２２地図を見る,京都市営烏丸線北大路駅バス10分,5380万円,8.70%,"4,730,000円(394,166円/月)",RC造,3階建て,1973年11月（築46年）,307.47㎡,2DK×6戸,6戸,,213.45㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,60%,100%,不要,公道北5.70m,賃貸中（満室）,相談,2019/01/04,2018/10/06,第３北０１７６号,２６１０１－０３４８２６,,一般媒介
1499622,26101,https://www.rakumachi.jp/data/images/property/00/43/66/67/40742668_x4y4.jpg;https://www.rakumachi.jp/data/images/property/08/64/26/15/40742669_x4y4.jpg,京都市北区一棟マンション★利回り10％越え♪★,京都府京都市北区衣笠氷室町地図を見る,京都市営烏丸線北大路駅バス22分,2億1000万円,10.46%,"21,972,000円(1,831,000円/月)",RC造,地上4階地下1階,1990年01月（築30年）,1854.17㎡,1LDK×24戸2LDK×4戸,28戸,あり19台,1234.78㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,50%,80%,,公道北10.00m,賃貸中,相談,2019/03/25,2018/12/25,,773,,仲介
1495124,26101,https://www.rakumachi.jp/data/images/property/09/92/65/09/40875248_x4y4.jpg;https://www.rakumachi.jp/data/images/property/04/34/50/28/40875249_x4y4.jpg;https://www.rakumachi.jp/data/images/property/05/23/12/51/40875250_x4y4.jpg,千映荘,京都府京都市北区紫野今宮町22地図を見る,京都市営烏丸線北大路駅バス10分,5380万円,,,RC造,3階建て,1973年11月（築46年）,307.47㎡,2DK×6戸,6戸,無し,213.45㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,60%,100%,,公道北5.70m,賃貸中（満室）,相談,2019/03/02,2018/12/02,,,,一般媒介
1491821,26101,https://www.rakumachi.jp/data/images/property/05/33/18/22/40702076_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/99/96/43/40702077_x4y4.jpg,釈迦谷荘,京都府京都市北区大宮釈迦谷2-3地図を見る,京都市営烏丸線北大路駅バス20分,3300万円,13.45%,"4,440,000円(370,000円/月)",木造,2階建て,1970年05月（築49年）,322.48㎡,1K×3戸2K×7戸,10戸,駐車場２台、バイク置場あり,375.45㎡公簿,所有権,,宅地,市街化区域,第一種低層住居専用地域,30%,80%,,公道東2.20m,空室あり,相談,2019/01/07,2018/10/09,,300904,,専任媒介
1490741,26101,https://www.rakumachi.jp/data/images/property/08/80/67/33/42236246_x4y4.jpg;https://www.rakumachi.jp/data/images/property/00/77/20/47/42236247_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/97/24/54/42236248_x4y4.jpg;https://www.rakumachi.jp/data/images/property/09/38/71/19/42236249_x4y4.jpg;https://www.rakumachi.jp/data/images/property/02/17/13/09/42236250_x4y4.jpg;https://www.rakumachi.jp/data/images/property/07/04/07/92/42236251_x4y4.jpg,京都市北区紫野中柏野町◆アパート,京都府京都市北区紫野中柏野町地図を見る,京福電気鉄道北野線北野白梅町駅徒歩20分,4680万円,7.22%,"3,600,000円(300,000円/月)",軽量鉄骨造,3階建て,1970年05月（築49年）,181.91㎡,,,,78.62㎡公簿,所有権,,宅地,市街化区域,準工業地域,60%,300%,不要,公道南11.00m公道東2.50m角地,賃貸中,相談,2019/03/28,2018/12/28,,000000000015462,╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂株式会社R-JAPANMAIL：toushi@r-japan.co.jpTEL：06-6315-5104営業時間：10：00〜20：00╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂┼╂╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋┿╋,仲介
